SMILES,Drugbank-ID,CAS Number,Name,Synonyms,Drug Type,Affected Organism,Dosage Form,Dosage Route,Dosage,Indication
C(C(C(N(C(C([H])([H])[H])(C([H])([H])[H])[H])[H])(C(O[H])(C1=C([H])C(O[H])=C(O[H])C([H])=C1[H])[H])[H])([H])[H])([H])([H])[H],DB00221,79490-84-9,Isoetarine,"Isoetarina
Isoetarinum
Isoetharine",small molecule,Humans and other mammals,,,,"For the treatment of asthma, wheezing, and chronic asthmatic bronchitis."
N(C1=C([H])C(O[H])=C(C(O[H])=O)C([H])=C1[H])([H])[H],"DB00233
DB09367",65-49-6,Aminosalicylic Acid,"4-amino-2-hydroxybenzoic acid
4-aminosalicylate
4-aminosalicylic acid
p-aminosalicylic acid
para-amino salicylic acid
para-aminosalicylic acid
PAS",small molecule,Mycobacteria,"Granule, delayed release
Tablet
Granule, delayed release","Oral
Oral
Oral","4 g
500 mg
4 g/1",For the treatment of tuberculosis
C(C1=C(C2=C([H])C([H])=NC([H])=C2[H])C([H])=C(C#N)C(=O)N1[H])([H])([H])[H],DB00235,78415-72-2,Milrinone,"1,6-Dihydro-2-methyl-6-oxo(3,4'-bipyridine)-5-carbonitrile
Milrinona
Milrinone
Milrinonum",small molecule,Humans and other mammals,"Injection
Injection, solution
Injection, solution
Injection, solution
Injection, solution
Injection, solution
Injection, solution
Solution
Solution","Intravenous
Intravenous
Intravenous
Intravenous
Intravenous
Intravenous
Intravenous
Intravenous
Intravenous","1 mg/mL
1 mg/mL
10 mg/10mL
20 mg/20mL
50 mg/50mL
.2 mg/mL
200 ug/mL
1.0 mg
1 mg",Indicated for the treatment of congestive heart failure.
BrC(C(C(=O)N1C([H])([H])C([H])([H])N(C(=O)C(C(Br)([H])[H])([H])[H])C([H])([H])C1([H])[H])([H])[H])([H])[H],DB00236,54-91-1,Pipobroman,Vercyte,small molecule,Humans and other mammals,,,,For the treatment of polycythaemia vera and refractory chronic myeloid leukaemia.
C(C1=C([H])C([H])=NC2=C1N(C(=O)C1=C(N2C2(C([H])([H])C2([H])[H])[H])N=C([H])C([H])=C1[H])[H])([H])([H])[H],"DB00238
DB08311",129618-40-2,Nevirapine,"11-Cyclopropyl-5,11-dihydro-4-methyl-6H-dipyrido(3,2-b:2',3'-e)(1,4)diazepin-6-one
NEV
Nevirapine
NVP",small molecule,Human Immunodeficiency Virus,"Tablet
Suspension
Tablet
Tablet, coated
Tablet, extended release
Tablet
Tablet
Tablet, extended release
Tablet, extended release
Tablet, extended release
Tablet, extended release","Oral
Oral
Oral
Oral
Oral
Oral
Oral
Oral
Oral
Oral
Oral","50 mg/5mL
200 mg/1
200 mg/1
100 mg/1
400 mg/1
200 mg
100 mg
400 mg/1
50 mg
400 mg",For use in combination with other antiretroviral drugs in the ongoing treatment of HIV-1 infection.
ClC1=C([H])C(Cl)=C(C(ON=C(C(N2C([H])=C([H])N=C2[H])([H])[H])C2=C(Cl)C([H])=C(Cl)C([H])=C2[H])([H])[H])C([H])=C1[H],DB00239,64211-45-6,Oxiconazole,"Oxiconazol
Oxiconazole
Oxiconazolum",small molecule,Fungi,"Cream
Lotion
Lotion
Lotion
Cream
Lotion","Topical
Topical
Topical
Topical
Topical
Topical","10 mg/g
10 mg/g
10 mg/mL
30 mg/g
1 %
10 mg",For treatment of dermal fungal infection.
C(C(C([H])([H])[H])(C(C1(C(C(=C([H])[H])[H])([H])[H])C(=O)N([H])C(=O)N([H])C1=O)([H])[H])[H])([H])([H])[H],DB00241,77-26-9,Butalbital,"5-(2-methylpropyl)-5-prop-2-enyl-1,3-diazinane-2,4,6-trione
5-Allyl-5-(2-methylpropyl)barbituric acid
5-Allyl-5-(2'-methyl-N-propyl) barbituric acid
5-Allyl-5-isobutyl-2,4,6(1H,3H,5H)-pyrimidinetrione
5-Allyl-5-isobutyl-pyrimidine-2,4,6-trione
5-Allyl-5-isobutylbarbituric acid
5-isobutyl-5-allylbarbituric acid
allylbarbital
allylbarbitone
Allylbarbituric acid
Butalbarbital
Butalbitalum
Iso-butylallylbarbituric acid
Itobarbital
Tetrallobarbital",small molecule,Humans and other mammals,"Syrup
Tablet
Capsule","Oral
Oral
Oral",,"Used in combination with acetaminophen or aspirin and caffeine for its sedative and relaxant effects in the treatment of tension headaches, migraines, and pain."
N(C1=C([H])C(C(O[H])=O)=C(O[H])C([H])=C1[H])([H])[H],"DB00244
DB05376
DB06396",89-57-6,Mesalazine,"3-carboxy-4-hydroxyaniline
5-aminosalicylic acid
5-ASA
m-Aminosalicylic acid
Mesalamine
Mesalazina
M��salazine
Mesalazinum
p-Aminosalicylsaeure",small molecule,Humans and other mammals,"Capsule, extended release
Tablet
Tablet, delayed release
Tablet, delayed release
Suppository
Capsule, delayed release
Tablet, delayed release
Enema
Kit
Suspension
Tablet, delayed release
Tablet, delayed release
Tablet, extended release
Capsule
Capsule
Suspension
Suspension
Tablet, extended release
Enema; liquid
Tablet, extended release
Tablet, extended release
Suppository
Suppository
Suspension
Tablet, delayed release
Suppository
Tablet, delayed release","Oral
Oral
Oral
Oral
Rectal
Oral
Oral
Rectal
Rectal
Oral
Oral
Oral
Oral
Oral
Rectal
Rectal
Oral
Rectal
Oral
Oral
Rectal
Rectal
Rectal
Oral
Rectal
Oral","375 mg/1
400 mg/1
400 mg/1
800 mg
1000 mg/1
400 mg/1
1.2 g/1
4 g/60mL
4 g/60mL
800 mg/1
500 mg
1.2 g
250 mg/1
500 mg/1
1 g
4 g
1 g
2 g
250 mg
500 mg
1 g
500 mg
2 g
250 mg
250 mg
400 mg",For the treatment of active ulcerative proctitis.
ClC1=C(C(C(N2C([H])([H])C([H])([H])N(C3=NSC4=C3C(=C(C(=C4[H])[H])[H])[H])C([H])([H])C2([H])[H])([H])[H])([H])[H])C([H])=C2C(C(=O)N([H])C2=C1[H])([H])[H],DB00246,146939-27-7,Ziprasidone,"Ziprasidona
Ziprasidone
Ziprasidonum",small molecule,Humans and other mammals,"Capsule
Capsule
Capsule
Capsule
Capsule
Injection, powder, lyophilized, for solution
Capsule
Capsule
Capsule
Capsule","Oral
Oral
Oral
Oral
Oral
Intramuscular
Oral
Oral
Oral
Oral","20 mg
20 mg/1
40 mg/1
60 mg/1
80 mg/1
20 mg/mL
20.0 mg
40 mg
60 mg
80 mg",For the treatment of schizophrenia and related psychotic disorders.
N(C1=C([H])C([H])=C(S(=O)(=O)C2=C([H])C([H])=C(N([H])[H])C([H])=C2[H])C([H])=C1[H])([H])[H],DB00250,80-08-0,Dapsone,"1,1'-Sulfonylbis(4-aminobenzene)
1,1'-Sulfonylbis[4-aminobenzene]
4-(4-amino-Benzenesulfonyl)-phenylamine
4-(4-Aminophenylsulfonyl)aniline
4-(4-Aminophenylsulfonyl)benzenamine
4-Aminophenyl sulfone
4,4'-Dapsone
4,4'-Diaminodiphenyl sulfone
4,4'-Diaminodiphenyl sulphone
4,4'-Diaminodiphenylsulfone
4,4'-Sulfonylbisaniline
4,4'-Sulfonylbisbenzenamine
4,4'-Sulfonylbisbenzeneamine
4,4'-Sulfonyldianilin
4,4'-sulfonyldianiline
Bis(4-aminophenyl)sulfone
Bis(P-aminophenyl) sulfone
DADPS
Dapsona
DAPSONE
Dapsonum
DDS
DIAPHENYLSULFONE
P-Aminophenyl sulfone
P,P-Sulphonylbisbenzamine
P,P-Sulphonylbisbenzenamine
P,P'-diaminodiphenyl sulfone",small molecule,"Mycobacteria
Mycobacterium leprae","Gel
Gel
Gel
Tablet
Tablet
Tablet","Topical
Topical
Topical
Oral
Oral
Oral","5 %
75 mg/g
50 mg/g
100 mg/1
100 mg
25 mg/1",For the treatment and management of leprosy and dermatitis herpetiformis.
O=C1N([H])C(=O)C(C2=C([H])C([H])=C([H])C([H])=C2[H])(C2=C([H])C([H])=C([H])C([H])=C2[H])N1[H],DB00252,57-41-0,Phenytoin,"5,5-Diphenyl-imidazolidine-2,4-dione
5,5-diphenylimidazolidine-2,4-dione
5,5-diphenyltetrahydro-1H-2,4-imidazoledione
5,5-Diphenyltetrahydro-1H-2,4-imidazoledione
Diphenylhydantoin
Fenitoina
Phentytoin
Phenytoine
Phenytoinum",small molecule,Humans and other mammals,"Capsule
Capsule, extended release
Capsule, extended release
Tablet, chewable
Tablet
Liquid
Capsule
Suspension
Suspension
Capsule
Capsule, extended release
Suspension
Suspension
Capsule
Capsule, extended release
Injection
Injection
Injection
Injection, solution
Liquid
Solution","Oral
Oral
Oral
Oral
Oral
Intramuscular; Intravenous
Oral
Oral
Oral
Oral
Oral
Oral
Oral
Oral
Oral
Intramuscular; Intravenous
Intramuscular; Intravenous
Intravenous
Intramuscular; Intravenous
Intramuscular; Intravenous
Intramuscular; Intravenous","30 mg
100 mg/1
30 mg/1
50 mg/1
50 mg
250 mg
125 mg
30 mg
100 mg
300 mg/1
100 mg/4mL
125 mg/5mL
100 mg/1
200 mg/1
250 mg/5mL
50 mg/mL
50 mg/mL
50 mg/mL
50 mg
50 mg","For the control of generalized tonic-clonic (grand mal) and complex partial (psychomotor, temporal lobe) seizures and prevention and treatment of seizures occurring during or following neurosurgery."
C(C(C(=C(C(C([H])([H])[H])([H])[H])C1=C([H])C([H])=C(O[H])C([H])=C1[H])C1=C([H])C([H])=C(O[H])C([H])=C1[H])([H])[H])([H])([H])[H],DB00255,56-53-1,Diethylstilbestrol,"(E)-3,4-bis(4-hydroxyphenyl)-3-hexene
(e)-4,4'-(1,2-Diethyl-1,2-ethenediyl)bisphenol
4,4'-Dihydroxy-alpha,beta-diethylstilbene
4,4'-dihydroxy-��,��-diethylstilbene
alpha,Alpha'-diethyl-(e)-4,4'-stilbenediol
DES
Diethylstilbestrol
Diethylstilbestrolum
Dietilestilbestrol
Distilbene
Stilboestrol
trans-4,4'-(1,2-diethyl-1,2-ethenediyl)bisphenol
trans-Diethylstilbesterol
trans-Diethylstilbestrol
trans-Diethylstilboesterol
��,��'-diethyl-(E)-4,4'-stilbenediol",small molecule,Humans and other mammals,"Liquid
Tablet
Tablet
Tablet
Tablet
Tablet
Tablet
Tablet","Intravenous
Oral
Oral
Oral
Oral
Oral
Oral
Oral","250 mg
100 mg
1 mg
0.105 mg
0.51 mg
1.0 mg
.1 mg
.5 mg",Used in the treatment of prostate cancer. Previously used in the prevention of miscarriage or premature delivery in pregnant women prone to miscarriage or premature delivery.
ClC1=C(C(N2C([H])=C([H])N=C2[H])(C2=C([H])C([H])=C([H])C([H])=C2[H])C2=C([H])C([H])=C([H])C([H])=C2[H])C([H])=C([H])C([H])=C1[H],DB00257,23593-75-1,Clotrimazole,"1-((2-Chlorophenyl)diphenylmethyl)-1H-imidazole
1-(alpha-(2-Chlorophenyl)benzhydryl)imidazole
1-(O-Chloro-alpha,alpha-diphenylbenzyl)imidazole
1-(o-Chloro-��,��-diphenylbenzyl)imidazole
1-(o-Chlorotrityl)imidazole
1-(��-(2-Chlorophenyl)benzhydryl)imidazole
Clotrimazole
Lotrimin (tn)
Mycelex (tn)",small molecule,Yeast and other fungi,"Ointment
Liquid
Cream
Lotion
Cream
Capsule; cream
Solution
Cream
Suppository
Cream; suppository
Cream; tablet
Cream
Tablet
Tablet
Cream
Cream
Cream
Liquid
Suppository
Cream
Capsule; cream; kit
Cream
Cream
Cream
Liquid
Lozenge
Lozenge
Solution
Cream
Lotion
Cream
Cream
Cream
Solution
Solution
Kit
Aerosol, spray
Aerosol, foam
Liquid
Solution
Gel
Spray
Powder
Cream
Cream
Ointment
Gel
Cream
Liquid
Cream
Liquid
Cream
Solution
Cream
Aerosol, foam
Oil
Cream
Cream
Cream
Cream
Solution
Ointment
Kit
Cream
Cream","Topical
Topical
Topical
Topical
Topical
Oral; Topical; Vaginal
Topical
Topical; Vaginal
Vaginal
Topical; Vaginal
Topical; Vaginal
Topical; Vaginal
Vaginal
Vaginal
Vaginal
Topical
Topical; Vaginal
Topical
Vaginal
Topical
Oral; Topical
Topical
Vaginal
Vaginal
Topical
Oral
Oral; Topical
Topical
Topical
Topical
Topical
Vaginal
Vaginal
Topical
Topical
Topical
Topical
Topical
Topical
Topical
Topical
Topical
Topical
Topical
Topical
Topical
Topical
Topical
Vaginal
Topical
Topical
Topical
Topical; Vaginal
Topical
Topical
Topical
Topical
Topical
Topical
Topical
Topical
Vaginal
Topical","10 mg/g
1 g/100mL
350 mg/35g
1 g/100mL
.01 g/g
1 %
2 %
200 mg
500 mg
200 mg
10 %
1 %
1 %
1 %
100 mg
1 g/g
50 mg/g
1 g/100g
10 mg/g
1 mg/mL
10 mg/1
10 mg/1
1 g/mL
10 mg/g
1 %
2 %
10 mg/mL
1 mg/mL
1 mL/100mL
1 g/100g
10 g/1000g
1 g/100mL
10 mg/g
4 mg/mL
1 g/100g
6 mg/mL
10 g/g
1 mg/100g
1 g/100g
420 mg/42g
10 mg/mL
50 mg
10 mg
10 mg
10 mg
10 mg
10 mg/g
10 mg/mL
10 mg/mL
.01 mg/10g
1 g/100g
1.1 g/115g
1 g/100g
2 g/100g
10 mg/100g","For the local treatment of oropharyngeal candidiasis and vaginal yeast infections, also used in fungal infections of the skin such as ringworm, athlete's foot, and jock itch."
N(C1=C([H])C([H])=C(S(N([H])[H])(=O)=O)C([H])=C1[H])([H])[H],DB00259,63-74-1,Sulfanilamide,"4-Aminobenzene sulfonic acid amide
4-Azanylbenzenesulfonamide
P-Aminobenzenesulfamide
P-Aminobenzenesulfonamide
Para-aminobenzenesulfonamide
Prontosil album
SA
Streptocide
Sulfamine
Sulfanilamide
Sulphanilamide",small molecule,Candida albicans and other yeasts,"Cream
Cream","Vaginal
Vaginal","15 %
15 g/100g",For the treatment of vulvovaginitis caused by <i>Candida albicans</i>.
ClC1=C(Cl)C2=C(N=C3N([H])C(=O)C([H])([H])N3C2([H])[H])C([H])=C1[H],DB00261,68475-42-3,Anagrelide,"Anagrelida
Anagrelidum",small molecule,Humans and other mammals,"Capsule
Capsule
Capsule","Oral
Oral
Oral",".5 mg/1
1 mg/1
0.5 mg","For the treatment of patients with thrombocythemia, secondary to myeloproliferative disorders, to reduce the elevated platelet count and the risk of thrombosis and to ameliorate associated symptoms including thrombo-hemorrhagic events."
ClC(C(N(C(=O)N(C(C(Cl)([H])[H])([H])[H])N=O)[H])([H])[H])([H])[H],DB00262,154-93-8,Carmustine,"BCNU
Bicnu (tn)
bis-chloroethylnitrosourea
Bischloroethyl nitrosourea
Carmustina
Carmustine
Carmustinum
N,N'-Bis(2-chloroethyl)-N-nitrosourea",small molecule,Humans and other mammals,"Kit
Powder, for solution
Wafer
Wafer","Intravenous
Intracavitary
Intralesional","100 mg
7.7 mg/1
7.7 mg","For the treatment of brain tumors, multiple myeloma, Hodgkin's disease and Non-Hodgkin's lymphomas."
C(C1=NOC(N(S(=O)(=O)C2=C([H])C([H])=C(N([H])[H])C([H])=C2[H])[H])=C1C([H])([H])[H])([H])([H])[H],DB00263,127-69-5,Sulfisoxazole,"3,4-Dimethyl-5-sulfanilamidoisoxazole
3,4-Dimethyl-5-sulfonamidoisoxazole
3,4-Dimethyl-5-sulphanilamidoisoxazole
3,4-Dimethyl-5-sulphonamidoisoxazole
3,4-Dimethylisoxazole-5-sulfanilamide
3,4-Dimethylisoxazole-5-sulphanilamide
4-Amino-N-(3,4-dimethyl-5-isoxazolyl)benzenesulfonamide
4-Amino-N-(3,4-dimethyl-5-isoxazolyl)benzenesulphonamide
5-(4-Aminophenylsulfonamido)-3,4-dimethylisoxazole
5-(P-Aminobenzenesulfonamido)-3,4-dimethylisoxazole
5-(P-Aminobenzenesulphonamido)-3,4-dimethylisoxazole
5-Sulfanilamido-3,4-dimethylisoxazole
5-Sulphanilamido-3,4-dimethyl-isoxazole
N'-(3,4)dimethylisoxazol-5-yl-sulphanilamide
N(1)-(3,4-Dimethyl-5-isoxazolyl)sulfanilamide
N(1)-(3,4-Dimethyl-5-isoxazolyl)sulphanilamide
Sulfadimethylisoxazole
Sulfafurazol
Sulfafurazole
Sulfafurazolum
Sulfaisoxazole
Sulfasoxazole
Sulfisonazole
Sulfisoxasole
Sulfisoxazol
Sulfofurazole
Sulphadimethylisoxazole
Sulphafurazol
Sulphafurazole
Sulphaisoxazole
Sulphisoxazol
Sulphofurazole",small molecule,Enteric bacteria and other eubacteria,"Granule, for suspension
Powder, for suspension
Tablet","Oral
Oral
Oral",500 mg,"For the treatment of severe, repeated, or long-lasting urinary tract infections, meningococcal meningitis, acute otitis media, trachoma, inclusion conjunctivitis, nocardiosis, chancroid, toxoplasmosis, malaria and other bacterial infections."
C(C(N(C(=O)C(=C(C([H])([H])[H])[H])[H])C1=C(C([H])([H])[H])C([H])=C([H])C([H])=C1[H])([H])[H])([H])([H])[H],DB00265,483-63-6,Crotamiton,,small molecule,Humans and other mammals,"Cream
Lotion
Cream","Topical
Topical
Topical","100 mg/g
100 mg/g
10 %",For eradication of scabies (<i>Sarcoptes scabiei</i>) and for symptomatic treatment of pruritic skin.
O(C1=C(C(C2=C(O[H])C3=C(C(=C(C(=C3[H])[H])[H])[H])OC2=O)([H])[H])C(=O)OC2=C1C(=C(C(=C2[H])[H])[H])[H])[H],DB00266,66-76-2,Dicoumarol,"3,3'-Methylen-bis(4-hydroxy-cumarin)
3,3'-Methylene-bis(4-hydroxycoumarine)
3,3'-Methylenebis(4-hydroxy-1,2-benzopyrone)
3,3'-Methylenebis(4-hydroxy-2H-1-benzopyran-2-one)
3,3'-Methylenebis(4-hydroxycoumarin)
bis-3,3'-(4-hydroxycoumarinyl)methane
bis-hydroxycoumarin
Bis(4-hydroxycoumarin-3-yl)methane
di-(4-hydroxy-3-coumarinyl)methane
Dicoumarol
Dicoumarolum
Dicumarol",small molecule,Humans and other mammals,,,,For decreasing blood clotting. Often used along with heparin for treatment of deep vein thrombosis.
C(C(C(N(C(C(C([H])([H])[H])([H])[H])([H])[H])C(C(C1=C([H])C([H])=C([H])C2=C1C(C(=O)N2[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])([H])[H],DB00268,91374-21-9,Ropinirole,"Ropinirol
Ropinirolum",small molecule,Humans and other mammals,"Tablet
Tablet
Tablet
Tablet
Tablet
Tablet
Tablet
Tablet
Tablet
Tablet
Tablet, film coated, extended release
Tablet, film coated, extended release
Tablet, film coated, extended release
Tablet, film coated, extended release
Tablet, film coated, extended release
Tablet
Tablet
Tablet
Tablet
Tablet, film coated
Tablet, film coated
Tablet, film coated
Tablet, film coated
Tablet, film coated
Tablet, film coated
Tablet, film coated
Tablet
Tablet
Tablet
Tablet, coated
Tablet, coated
Tablet, coated
Tablet, coated
Tablet, coated
Tablet, coated","Oral
Oral
Oral
Oral
Oral
Oral
Oral
Oral
Oral
Oral
Oral
Oral
Oral
Oral
Oral
Oral
Oral
Oral
Oral
Oral
Oral
Oral
Oral
Oral
Oral
Oral
Oral
Oral
Oral
Oral
Oral
Oral
Oral
Oral
Oral","3.0 mg
4.0 mg
0.25 mg
0.5 mg
1.0 mg
2.0 mg
5.0 mg
1 mg
2 mg
5 mg
12 mg/1
2 mg/1
4 mg/1
6 mg/1
8 mg/1
.25 mg/1
.5 mg/1
1 mg/1
2 mg/1
.25 mg/1
.5 mg/1
1 mg/1
2 mg/1
3 mg/1
4 mg/1
5 mg/1
3 mg/1
4 mg/1
5 mg/1
.25 mg/1
.5 mg/1
1 mg/1
2 mg/1
4 mg/1
5 mg/1",For the treatment of the signs and symptoms of idiopathic Parkinson's disease. Also used for the treatment of restless legs syndrome.
C(OC1=C([H])C([H])=C(C(Cl)=C(C2=C([H])C([H])=C(OC([H])([H])[H])C([H])=C2[H])C2=C([H])C([H])=C(OC([H])([H])[H])C([H])=C2[H])C([H])=C1[H])([H])([H])[H],DB00269,569-57-3,Chlorotrianisene,"Chloortrianisestrol
Chlorestrolo
Chlorotrianisenum
Chlorotrianisine
Chlorotrianizen
Chlortrianisen
Chlortrianisestrol
Chlortrianisoestrolum
Chlortrianizen
Clorotrianiseno",small molecule,Humans and other mammals,,,,"Used to treat symptoms of menopause, deficiencies in ovary function (including underdevelopment of female sexual characteristics and some types of infertility), and in rare cases, prostate cancer. Chlorotrianisene may also be used to prevent breast engorgement following childbirth."
C(C(=O)N(C1=C(I)C(C(O[H])=O)=C(I)C(N(C(C([H])([H])[H])=O)[H])=C1I)[H])([H])([H])[H],DB00271,117-96-4,Diatrizoate,"2,4,6-Triiodo-3,5-diacetamidobenzoic acid
3,5-Bis(acetylamino)-2,4,6-triiodobenzoic acid
3,5-diacetamido-2,4,6-triiodobenzoic acid
Acide amidotrizoique
Acidum amidotrizoicum
Acidum diacetylaminotrijodbenzoicum
Amidotrizoate
Amidotrizoic Acid
Amidotrizoic acid (anhydrous)
Diatrizoate
Diatrizoesaure
Diatrizoic acid
Diatrizoic acid (anhydrous)
Methalamic acid
Triombrin
Urografin acid
Urogranoic acid",small molecule,Humans and other mammals,"Injection, solution
Injection, solution
Liquid
Solution
Liquid
Liquid
Powder
Powder
Liquid
Solution
Liquid
Solution
Solution
Liquid
Solution
Liquid
Liquid
Solution
Solution
Liquid
Liquid
Liquid
Injection, solution
Liquid","Intravenous
Intravesical
Oral; Rectal
Oral
Oral
Oral; Rectal
Oral; Rectal
Oral
Intravenous
Intravenous
Intravenous
Intravenous
Intravenous
Intravenous
Intra-arterial; Intravenous
Intra-arterial; Intravenous
Intravenous
Oral; Rectal
Intravenous
Intravenous
Intramuscular; Intravenous
Intravenous
Intrauterine
Intrauterine","300 mg/mL
180 mg/mL
50 g
997.4 mg
100 %
50 %
18 %
18 %
30 %
60 %
60 %
600 mg
600 mg
30 %","Used, alone or in combination, for a wide variety of diagnostic imaging methods, including angiography, urography, cholangiography, computed tomography, hysterosalpingography, and retrograde pyelography. It can be used for imaging the gastrointestinal tract in patients allergic to barium."
N(C(C(C1=C([H])C([H])=NN1[H])([H])[H])([H])[H])([H])[H],DB00272,105-20-4,Betazole,"1H-pyrazole-3-ethanamine
2-(1H-Pyrazol-5-yl)ethanamine
2-(3-Pyrazolyl)ethylamine
3-(2-Aminoethyl)pyrazole
3-(beta-aminoethyl)pyrazole
3-(��-aminoethyl)pyrazole
Ametazole
Betazol
Betazolum",small molecule,Humans and other mammals,,,,For use clinically to test gastric secretory function.
C(C(C(C1=NC(C(C([H])([H])[H])(C([H])([H])[H])O[H])=C(C(O[H])=O)N1C(C1=C([H])C([H])=C(C2=C(C3=NN=NN3[H])C([H])=C([H])C([H])=C2[H])C([H])=C1[H])([H])[H])([H])[H])([H])[H])([H])([H])[H],DB00275,144689-24-7,Olmesartan,"4-(1-hydroxy-1-methylethyl)-2-propyl-1-{[2'-(1H-tetrazol-5-yl)biphenyl-4-yl]methyl}-1H-imidazole-5-carboxylic acid
4-(hydroxy-1-methylethyl)-2-propyl-1-{[2'-(1H-tetrazol-5-yl)-1,1'-biphenyl-4-yl]methyl}-1H-imidazole-5-carboxylic acid",small molecule,Humans and other mammals,"Tablet
Tablet
Tablet, film coated
Tablet, film coated
Tablet, film coated
Tablet, film coated
Tablet
Tablet
Tablet
Tablet, coated
Tablet, coated
Tablet, coated
Tablet
Tablet
Tablet","Oral
Oral
Oral
Oral
Oral
Oral
Oral
Oral
Oral
Oral
Oral
Oral
Oral
Oral
Oral","10 mg
20 mg/1
40 mg/1
5 mg/1
20 mg/1
40 mg/1
5 mg/1
20 mg/1
40 mg/1
5 mg/1
20 mg
40 mg
5 mg",For the treatment of hypertension.
C(OC1=C(N(C2=C3C(=C(C(=C([H])C3=NC3=C(C(=C(C([H])=C23)[H])[H])[H])[H])[H])[H])[H])C([H])=C([H])C(N(S(C([H])([H])[H])(=O)=O)[H])=C1[H])([H])([H])[H],DB00276,51264-14-3,Amsacrine,"4'-(9-Acridinylamino)-3'-methoxymethanesulfonanilide
4'-(9-Acridinylamino)methanesulfon-m-anisidide
4'-(9-Acridinylamino)methanesulfon-meta-anisidide
4'-(9-Acridinylamino)methanesulphon-m-anisidide
Acridinyl anisidide
Amsacrine
m-AMSA
mAMSA",small molecule,Humans and other mammals,Liquid,Intravenous,50 mg,For treatment of acute myeloid leukaemia.
